Date,Daily_Turnover
2016-04-04,0.011319070570960595
2016-04-05,0.015515265434025208
2016-04-06,0.026222650522962215
2016-04-07,0.012333467642595894
2016-04-08,0.011875622917863803
2016-04-11,0.004276503840763267
2016-04-12,0.026231453135750614
2016-04-13,0.015399798544824416
2016-04-14,0.034998295514203824
2016-04-15,0.005052207419077564
2016-04-18,0.02402076379185909
2016-04-19,0.010231925397247602
2016-04-20,0.04374177283781123
2016-04-21,0.03717339448726635
2016-04-22,0.05565773575095286
2016-04-25,0.011726946039268193
2016-04-26,0.005682224404936598
2016-04-27,0.1242132390129085
2016-04-28,0.010807203548025224
2016-04-29,0.05800515034370999
2016-05-02,0.022381242044085873
2016-05-03,0.06397998075896978
2016-05-04,0.022094724076920168
2016-05-05,0.06680287734530879
2016-05-06,0.01052521046300373
2016-05-09,0.011467060580271266
2016-05-10,0.04283935599509974
2016-05-11,0.06398653289492205
2016-05-12,0.03622213895957693
2016-05-13,0.03182768148545476
2016-05-16,0.01847844730326867
2016-05-17,0.005565975651706102
2016-05-18,0.027301783315109473
2016-05-19,0.03138501575508869
2016-05-20,0.011807323743589193
2016-05-23,0.015506001595081429
2016-05-24,0.004025092996101281
2016-05-25,0.042259522972978976
2016-05-26,0.04769639545479315
2016-05-27,0.011460448938596443
2016-05-31,0.011235706396486586
2016-06-01,0.0046671376306786985
2016-06-02,0.013306325358978556
2016-06-03,0.03717030406420219
2016-06-06,0.016788545319893357
2016-06-07,0.005873415958400221
2016-06-08,0.040317775698241506
2016-06-09,0.00813401452853263
2016-06-10,0.009400632449948777
2016-06-13,0.017206615377803408
2016-06-14,0.025621972359065506
2016-06-15,0.02172935789072678
2016-06-16,0.005677199648589978
2016-06-17,0.004503667796111369
2016-06-20,0.014588727746856149
2016-06-21,0.021141416398011516
2016-06-22,0.006017676909223363
2016-06-23,0.015318892415556782
2016-06-24,0.024366981019093098
2016-06-27,0.10065593923835857
2016-06-28,0.04254383220971368
2016-06-29,0.03376524468505353
2016-06-30,0.02917042503134805
2016-07-01,0.030437049463578635
2016-07-05,0.012648855860267262
2016-07-06,0.01833612382028714
2016-07-07,0.0014658496072965264
2016-07-08,0.009670331116807101
2016-07-11,0.020577672347752447
2016-07-12,0.002270653730477022
2016-07-13,0.01029890689878533
2016-07-14,0.006035960883592388
2016-07-15,0.006379972775530394
2016-07-18,0.006582321596394433
2016-07-19,0.020496200990571107
2016-07-20,0.0055272176216739554
2016-07-21,0.0028717802435658515
2016-07-22,0.005172322201012517
2016-07-25,0.0068848857234712285
2016-07-26,0.014070074025596348
2016-07-27,0.008299707598046432
2016-07-28,0.01016715242212759
2016-07-29,0.012220019180248258
2016-08-01,0.010172348208531785
2016-08-02,0.0025743160421141604
2016-08-03,0.00565523114234309
2016-08-04,0.01134108211477741
2016-08-05,0.011793578717943622
2016-08-08,0.018876538288349544
2016-08-09,0.0019932702116419593
2016-08-10,0.009712467149988047
2016-08-11,0.004245532920899379
2016-08-12,0.011185034095175149
2016-08-15,0.019494089417985
2016-08-16,0.010583506561053417
2016-08-17,0.006661707556158276
2016-08-18,0.002351973502270322
2016-08-19,0.021966386256828806
2016-08-22,0.0036179658664068194
2016-08-23,0.004441820902528943
2016-08-24,0.004372982274378589
2016-08-25,0.002403554013680511
2016-08-26,0.002226839763646171
2016-08-29,0.0010719743490424606
2016-08-30,0.011262723302922835
2016-08-31,0.005154520646842278
2016-09-01,0.0032162129357744262
2016-09-02,0.0034690409668780304
2016-09-06,0.0070400310414992125
2016-09-07,0.016146162502510428
2016-09-08,0.011184608423717985
2016-09-09,0.01744637890456196
2016-09-12,0.02973962015788315
2016-09-13,0.014567952340790545
2016-09-14,0.013392654094157418
2016-09-15,0.009255926709694022
2016-09-16,0.006931454053602023
2016-09-19,0.009747690096439528
2016-09-20,0.014697851390473037
2016-09-21,0.0947092023827235
2016-09-22,0.08522672020876335
2016-09-23,0.051792893622436165
2016-09-26,0.07025214721263585
2016-09-27,0.11233687589678164
2016-09-28,0.01851094266946485
2016-09-29,0.05819621105723867
2016-09-30,0.0279714223210356
2016-10-03,0.03682326083882769
2016-10-04,0.09380710212728298
2016-10-05,0.007164330552991264
2016-10-06,0.041455119434697055
2016-10-07,0.007447210463209779
2016-10-10,0.08638476440797417
2016-10-11,0.0062153312595939845
2016-10-12,0.024732202805314577
2016-10-13,0.01191017304507077
2016-10-14,0.02602949642374435
2016-10-17,0.01280456267021477
2016-10-18,0.09731940459946471
2016-10-19,0.034811450229517024
2016-10-20,0.03518023767213441
2016-10-21,0.020348752935576045
2016-10-24,0.015127270222055986
2016-10-25,0.016921188770800615
2016-10-26,0.011765584483201466
2016-10-27,0.01987602799018176
2016-10-28,0.04148747940694318
2016-10-31,0.0026373630356366284
2016-11-01,0.05404225708203862
2016-11-02,0.01757968500335987
2016-11-03,0.09036693086777975
2016-11-04,0.020525621543588644
2016-11-07,0.012541924214825598
2016-11-08,0.050201808239166375
2016-11-09,0.021127270666444348
2016-11-10,0.12400739755457142
2016-11-11,0.10742967413171212
2016-11-14,0.007750147729397606
2016-11-15,0.03721814306385624
2016-11-16,0.0009828703431770825
2016-11-17,0.017863659939107324
2016-11-18,0.02583922905400935
2016-11-21,0.0036311673983060793
2016-11-22,0.004609842190155043
2016-11-23,0.009779959910588911
2016-11-25,0.00866039385284524
2016-11-28,0.0022130220237297675
2016-11-29,0.02368774862346404
2016-11-30,0.00543968351578422
2016-12-01,0.006355080855293845
2016-12-02,0.008826135345645771
2016-12-05,0.012680248564939064
2016-12-06,0.06009534942351187
2016-12-07,0.0270568625869471
2016-12-08,0.06073437563210696
2016-12-09,0.01820499694882958
2016-12-12,0.015902899559137512
2016-12-13,0.050188647863269084
2016-12-14,0.008541453931894157
2016-12-15,0.02073366670641396
2016-12-16,0.029256802116547624
2016-12-19,0.015412203644233244
2016-12-20,0.03179468278872085
2016-12-21,0.03314395959800849
2016-12-22,0.016743726647434762
2016-12-23,0.01457376730038331
2016-12-27,0.15559788635668872
2016-12-28,0.02358573582935246
2016-12-29,0.03358641380397376
2016-12-30,0.01075593218614282
2017-01-03,0.13022580282785562
2017-01-04,0.019854055034825974
2017-01-05,0.05047786290988203
2017-01-06,0.011554003953430595
2017-01-09,0.03750295717155659
2017-01-10,0.029321510402850765
2017-01-11,0.026084246194626928
2017-01-12,0.005698358169608051
2017-01-13,0.021568015717202967
2017-01-17,0.008787076695312139
2017-01-18,0.03785230542610901
2017-01-19,0.041762401483808866
2017-01-20,0.024895503934412085
2017-01-23,0.010717572062206715
2017-01-24,0.026459885865966707
2017-01-25,0.013930667283334178
2017-01-26,0.04461262221843025
2017-01-27,0.009348997173502138
2017-01-30,0.01809742274054193
2017-01-31,0.04300898045581303
